#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos netos
10000.0,Impost sobre la renda IRPF,1186174.32,0.0,1186174.32,329150.82
17100.0,Recàrrec IAE,450000.0,0.0,450000.0,105351.57
21000.0,Impost sobre el Valor afegit (IVA),1817020.16,0.0,1817020.16,457104.18
22000.0,Impost sobre l'alcohol i begudes derivades,21274.48,0.0,21274.48,4858.41
22001.0,Impost especial sobre la cervesa,6000.64,0.0,6000.64,1505.67
22003.0,Impost especial sobre el tabac,105772.24,0.0,105772.24,30362.58
22004.0,Impost especial sobre el combustible,181793.96,0.0,181793.96,48273.6
22006.0,Altres imposts especials,675.68,0.0,675.68,161.28
30900.0,Taxa Incendis,14202.0,0.0,14202.0,0.0
31100.0,Taxes Discapacitats,175000.0,0.0,175000.0,46217.39
31110.0,Taxes Residència de Gent Gran,780000.0,0.0,780000.0,189194.77
31130.0,Taxes Centre de dia d'Alzheimer,50000.0,0.0,50000.0,15291.04
32000.0,Taxes transferència caça i pesca fluvial,110000.0,0.0,110000.0,0.0
32200.0,Taxes Habitabilitat,45000.0,0.0,45000.0,281.79
32300.0,Taxes Ordenació Territorial i Urbanisme,8000.0,0.0,8000.0,0.0
32500.0,Taxes Expedició de documents,3000.0,0.0,3000.0,0.0
32900.0,Taxes Centre acollida animals,18000.0,0.0,18000.0,5016.82
32901.0,Taxes ITV,1323498.85,0.0,1323498.85,157164.99
32920.0,Taxes Transports,30000.0,0.0,30000.0,4068.52
32930.0,Taxes Ordenació Turística,75000.0,0.0,75000.0,-734.56
32940.0,Taxes Agricultura i Pesca,75000.0,0.0,75000.0,7522.73
32950.0,Taxa Artesania,1000.0,0.0,1000.0,0.0
32960.0,Taxes activitats d'espectacles públics i recreatives,0.0,0.0,0.0,0.0
32970.0,Drets d'examen,0.0,0.0,0.0,0.0
33900.0,Taxa per ús espai Museu de Menorca,1000.0,0.0,1000.0,0.0
33901.0,Taxa per servei visites Llatzeret,15000.0,0.0,15000.0,0.0
33902.0,Taxa per ús espai Llatzeret,20000.0,0.0,20000.0,65.0
34100.0,PP.Serveis especials,35000.0,0.0,35000.0,1416.48
34200.0,Educació de persones adultes,50000.0,0.0,50000.0,0.0
34201.0,Matrícules Escola Art Dramàtic de Menorca,4000.0,0.0,4000.0,0.0
34310.0,Esports: Gabinet de Medicina Esportiva,2400.0,0.0,2400.0,0.0
34400.0,Entrades Fira Arrels,18000.0,0.0,18000.0,0.0
34900.0,Productes Museu de Menorca,12000.0,0.0,12000.0,0.0
34901.0,Marca Reserva de la Biosfera,10000.0,0.0,10000.0,0.0
34902.0,Fira Arrels.,0.0,0.0,0.0,300.0
36000.0,Venda Llibres,3100.0,0.0,3100.0,753.95
36001.0,Venda de productes de la granja escola,15000.0,0.0,15000.0,3023.9
36300.0,Vendes productes botiga Museu Menorca,0.0,0.0,0.0,927.74
38901.0,Altres reintegraments d'operacions corrents,0.0,0.0,0.0,157228.52
39190.0,Sancions,588000.0,0.0,588000.0,0.0
39191.0,sancions transport,0.0,0.0,0.0,3002.0
39192.0,sancions turisme,0.0,0.0,0.0,224007.2
39193.0,"sancions agricultura, ramaderia, pesca i caça",0.0,0.0,0.0,4800.0
39198.0,Sancions Caça,0.0,0.0,0.0,0.0
39199.0,Sancions Litoral,0.0,0.0,0.0,30262.34
39211.0,Recàrrec de constrenyiment,4000.0,0.0,4000.0,6141.58
39300.0,Interessos de demora,0.0,0.0,0.0,7234.46
39800.0,Indemnitzacions d'assegurances de no vida,0.0,0.0,0.0,0.0
39900.0,Recursos eventuals,75000.0,0.0,75000.0,61310.18
42010.0,Fons complementari de Finançament,15579707.2,0.0,15579707.2,3894926.22
42090.0,Altres transf. corrents de l'Admin. General de l'Estat,708920.25,0.0,708920.25,4845.83
42190.0,Gestió i conservació Finca Alforí de Dalt,80000.0,0.0,80000.0,36862.16
42300.0,Participació traveses,85000.0,0.0,85000.0,4565.2
42390.0,Altres organismes estatals,105000.0,0.0,105000.0,0.0
