#Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos netos
72390.0,"Transferències capital de societats, EPEs i OOPP de l'Estat",0.0,0.0,0.0,0.0
75060.0,Altres transferències de capital - Convenis amb CAIB,3160958.57,0.0,3160958.57,40710.17
75080.0,CAIB - Altres transferències de Capital de la CA,12414111.86,0.0,12414111.86,5065300.82
75100.0,D'organismes autònoms i agències de les comunitats autònomes,0.0,0.0,0.0,0.0
75300.0,Conveni APB - CIM,500000.0,0.0,500000.0,1194000.0
76200.0,Pèrgoles Fotovoltaiques,510336.86,509187.36,1019524.22,0.0
76206.0,Transf. capital d'ajuntaments - Vehicle servei seg. i salut,0.0,0.0,0.0,0.0
76700.0,Transferències de capital de consorcis,0.0,0.0,0.0,0.0
77000.0,Transferències de capital d'empreses privades,0.0,0.0,0.0,0.0
82120.0,Reintegrament préstecs d'entitats locals,0.0,0.0,0.0,0.0
83000.0,Reintegrament prèstecs,275000.0,0.0,275000.0,81145.0
83001.0,Reintegrament préstec Queseria Menorquina,0.0,0.0,0.0,20625.0
87000.0,Romanent de tresoreria per a despses generals,0.0,9364260.53,9364260.53,0.0
87010.0,Romanent de tresoreria per a despeses amb finançam. afectat,0.0,2468187.56,2468187.56,0.0
91300.0,Préstecs,13000000.0,0.0,13000000.0,0.0
